# 0.000120768, 0.000222867, 0.0439935, 0.00440544, 0.00414823, 0.00477218, 0.00368659, 0.00423518, 0.00387601, 0.00427084, 0.00390074, 0.00384013, 0.00465688, 0.00421295, 0.00383387, 0.00396511, 0.00448309, 0.00451853, 0.00408394, 0.00480444, 0.0042595, 0.00406013, 0.00426787, 0.00420763, 0.00368103, 0.00411337, 0.00478578, 0.00416777, 0.00402559, 0.00412703, 0.00399088, 0.00380165, 0.00458992, 0.00394191, 0.00394253, 0.00359718, 0.00392568, 0.00421804, 0.00450656, 0.00440335, 0.0042981, 0.00421474, 0.00399309, 0.00400354, 0.00387754, 0.00403912, 0.00399448, 0.00412392, 0.00389983, 0.00386398, 0.00370938, 0.00402449, 0.00346684, 0.00383203, 0.00417619, 0.00450286, 0.00417922, 0.00405922, 0.0043243, 0.00455338, 0.00378713, 0.00426034, 0.00429953, 0.00448832, 0.00459876, 0.00535951, 0.00373697, 0.00380452, 0.00402457, 0.0035282, 0.00319751, 0.00329132, 0.00330524, 0.00385341, 0.0034746, 0.00347731, 0.0037598, 0.00402071, 0.00332063, 0.00410309, 0.00405427, 0.00394942, 0.003871, 0.00377359, 0.00357643, 0.00355602, 0.0033589, 0.00339256, 0.00382966, 0.00417537, 0.00356868, 0.00344387, 0.0034934, 0.00346969, 0.00397107, 0.00341939, 0.00341838, 0.00350977, 0.00378135, 0.00331669, 0.0033655, 0.00382636, 0.00364361, 0.00351746, 0.003687, 0.00366962, 0.00368738, 0.0037017, 0.00311664, 0.00365724, 0.00350518, 0.00384062, 0.00316549, 0.0033301, 0.00338859, 0.00349613, 0.00363605, 0.00378407, 0.00419468, 0.00365939, 0.00349662, 0.00340357, 0.00359371, 0.00372045, 0.00346825, 0.00360151, 0.00374261, 0.00398204, 0.00413571, 0.000402773, 1.5821
-5216.9,0.721331,0.379253,4,15,0,5282.14,0.607907,0.425533,0.575357,0.424643,1.62325,0.304752,1.72972,0.3009,1.80913,0.448937,1.81009,0.63685,1.92087,0.695456,1.68042,0.828196,1.60208,1.11153,1.48848,1.22583,1.39805,1.35783,1.21226,1.473,0.903129,1.5888,0.853347,1.71067,0.829476,1.85442,0.671906,1.77595,0.383313,1.87974,0.213695,1.79155,0.135778,1.93929,-0.193106,1.80768,-0.578437,1.84102,-0.759738,1.84873,-0.858191,1.5934,-0.915918,1.76332,-1.09856,1.4405,-1.43884,1.31499,-1.58801,1.45249,-1.64128,1.04048,-1.63027,0.915438,-1.69964,0.743933,-1.76835,0.626353,-1.81327,0.465635,-1.86233,0.409743,-1.98413,0.0868894,-1.9641,-0.172336,-1.89072,-0.260881,-1.831,-0.657921,-1.80897,-0.716916,-1.68419,-0.836301,-1.50661,-0.970034,-1.50618,-1.1495,-1.35719,-1.4413,-1.23466,-1.49754,-1.21933,-1.48315,-1.07543,-1.65253,-0.809695,-1.85805,-0.58858,-1.84586,-0.49585,-1.89049,-0.339136,-1.85065,-0.247956,-1.9115,0.0150569,-1.91788,0.364525,-1.88605,0.572474,-1.85156,0.610835,-1.79784,0.918942,-1.61797,1.05896,-1.61599,1.24666,-1.48456,1.35787,-1.26697,1.50643,-1.24795,1.50617,-1.17953,1.71683,-0.97007,1.80205,-0.913962,1.67256,-0.60982,1.81375,-0.45037,1.99051,-0.426767,0.543296,0.000576706,0.456127,-0.552764,-0.856507,1.0391,1.05294,-16710.8,-16732.5,-46132.4
-5222.25,0.946519,0.379253,4,15,0,5287.71,0.621554,0.432794,0.655768,0.344232,1.69833,0.194561,1.85583,0.144213,1.87814,0.293179,1.93436,0.78875,1.66929,0.954132,1.73752,1.07454,1.46923,1.08499,1.52465,1.20445,1.39295,1.33385,1.18406,1.58472,0.963671,1.7074,0.894324,1.78417,0.65707,1.77119,0.46061,1.91997,0.253801,1.91894,-0.0238904,2.05428,-0.137336,1.85946,-0.358252,1.95014,-0.457614,1.88785,-0.60702,1.82456,-0.772797,1.75501,-1.04977,1.60206,-1.24529,1.41473,-1.42997,1.34563,-1.66161,1.13831,-1.59318,1.14557,-1.64914,0.932965,-1.76866,0.841589,-1.76054,0.68494,-1.77106,0.425142,-1.81812,0.261427,-1.84355,0.24942,-1.96926,-0.0452116,-1.84427,-0.1946,-1.81125,-0.293025,-1.70049,-0.643,-1.66223,-0.645527,-1.46107,-0.828973,-1.58032,-1.0457,-1.52166,-1.23272,-1.24854,-1.44529,-1.06374,-1.58418,-0.888297,-1.66164,-0.647281,-1.62658,-0.599838,-1.82904,-0.403522,-1.91741,-0.0638033,-2.01119,-0.0143817,-1.96255,0.254583,-2.02352,0.309752,-1.91055,0.507941,-1.86179,0.86558,-1.75664,0.98562,-1.71098,1.03714,-1.56133,1.28916,-1.45955,1.26651,-1.28016,1.39888,-1.17158,1.61506,-1.0982,1.57451,-0.997938,1.78997,-0.842697,1.92653,-0.593411,1.94352,-0.404729,1.98106,-0.181303,0.541187,0.000231213,0.458582,-0.421948,-1.06644,0.98848,0.994029,-16665.3,-16681.6,-45137.9
-5216.67,0.871073,0.379253,4,15,0,5292.05,0.603846,0.427341,0.490249,0.509751,1.74024,0.371563,1.77278,0.244681,1.79852,0.46185,1.83169,0.695911,1.98652,0.770701,1.59214,0.904293,1.59395,1.14616,1.52959,1.2371,1.38119,1.44613,1.25502,1.54213,0.941132,1.68283,0.807607,1.85436,0.835895,1.7815,0.626859,1.85949,0.390715,1.8613,0.16628,1.80274,0.0609439,1.94025,-0.230844,1.84247,-0.426036,1.84766,-0.733091,1.86344,-0.796341,1.69866,-0.923407,1.77937,-1.06017,1.45989,-1.39612,1.25378,-1.57541,1.43773,-1.68725,1.05128,-1.61729,0.941124,-1.57902,0.817899,-1.72289,0.654807,-1.70022,0.567214,-1.82982,0.498332,-1.97816,0.115073,-2.06007,-0.112001,-1.87918,-0.194455,-1.85634,-0.504898,-1.74667,-0.599372,-1.71019,-0.740017,-1.5668,-0.966705,-1.60064,-1.0812,-1.46398,-1.41078,-1.25176,-1.53625,-1.17108,-1.54337,-1.01468,-1.5848,-0.76596,-1.84108,-0.615899,-1.71255,-0.439446,-1.86919,-0.335497,-1.85304,-0.20002,-1.91791,0.0234026,-1.87956,0.287732,-1.86746,0.607329,-1.78908,0.59874,-1.79043,0.96693,-1.5749,1.12391,-1.58825,1.29965,-1.51856,1.3914,-1.29868,1.5374,-1.28623,1.54062,-1.22514,1.72795,-1.10004,1.72638,-0.890248,1.70715,-0.627436,1.85045,-0.477763,1.91169,-0.407553,0.54511,0.00180006,0.45309,-0.712842,-0.673833,1.08264,1.12584,-16864.5,-16881.3,-46399.8
-5221.41,0.883957,0.379253,4,15,0,5289.35,0.629206,0.428622,0.751212,0.248788,1.55059,0.11758,1.81304,0.193526,1.84632,0.296266,1.92769,0.74997,1.73376,0.8998,1.83232,1.0093,1.51001,1.06286,1.51467,1.1504,1.38337,1.27351,1.08782,1.53129,0.93225,1.56909,0.912597,1.68754,0.675313,1.76476,0.53901,1.87945,0.305757,1.88477,0.0608526,1.99017,-0.0875534,1.89406,-0.287125,1.93212,-0.5586,1.90362,-0.609434,1.76581,-0.743218,1.68328,-0.97595,1.56819,-1.25437,1.43286,-1.44919,1.37402,-1.68481,1.1919,-1.56987,1.20104,-1.69882,0.89233,-1.88065,0.817785,-1.89702,0.619353,-1.84669,0.345002,-1.85694,0.215857,-1.82291,0.197733,-1.82866,-0.0539609,-1.85082,-0.286426,-1.80407,-0.47302,-1.73268,-0.71697,-1.66539,-0.747728,-1.45666,-0.840619,-1.47143,-1.08817,-1.47265,-1.27037,-1.25371,-1.36863,-1.15131,-1.51722,-0.971811,-1.66379,-0.65591,-1.66649,-0.645937,-1.9179,-0.424368,-1.97725,-0.129655,-2.00779,-0.135627,-1.94344,0.19345,-2.03479,0.364716,-1.91619,0.537035,-1.90025,0.854816,-1.73947,0.992949,-1.69353,1.01307,-1.60775,1.27584,-1.39544,1.20274,-1.25316,1.38873,-1.14433,1.56421,-1.02192,1.61129,-0.913694,1.798,-0.807202,1.88218,-0.593617,1.93205,-0.382672,1.9952,-0.169067,0.531683,0.00133479,0.466982,-0.286067,-1.39115,0.760397,0.792432,-16318.9,-16337.1,-45235.1
-5220.24,0.933216,0.379253,4,15,0,5288.38,0.614867,0.431463,0.647304,0.352696,1.84914,0.272401,1.89949,0.246041,1.81609,0.349885,1.86055,0.79143,1.69476,0.903034,1.77246,1.02996,1.48969,1.13185,1.61356,1.21632,1.54671,1.36094,1.19163,1.60851,0.970682,1.6145,0.923723,1.72082,0.691079,1.80191,0.584074,1.88993,0.375034,1.89757,0.154865,1.99503,-0.0187013,1.90467,-0.261747,1.92338,-0.614833,1.88557,-0.702439,1.74581,-0.778023,1.64806,-0.875675,1.58296,-1.19784,1.47697,-1.41297,1.38831,-1.68616,1.14722,-1.49269,1.15511,-1.60241,0.844349,-1.7377,0.796953,-1.75911,0.667779,-1.79312,0.466762,-1.85395,0.335562,-1.85529,0.289419,-1.98379,-0.0285877,-2.05663,-0.29871,-2.02262,-0.469104,-1.87546,-0.744468,-1.76944,-0.856071,-1.49775,-0.949451,-1.52384,-1.09919,-1.4749,-1.2996,-1.23182,-1.43738,-1.20869,-1.5414,-1.05503,-1.68215,-0.673109,-1.73257,-0.647802,-1.92599,-0.466033,-1.9324,-0.19407,-1.94773,-0.181065,-1.82478,0.171745,-1.84326,0.369449,-1.90319,0.528528,-1.93029,0.800877,-1.69797,0.916564,-1.60742,0.927728,-1.53413,1.23867,-1.40283,1.2694,-1.30444,1.46209,-1.27818,1.59768,-1.17143,1.62863,-0.973629,1.74755,-0.84574,1.732,-0.684033,1.80289,-0.460741,1.91841,-0.205051,0.550732,0.000350828,0.448917,-0.434939,-1.04215,1.21758,1.226,-16640.8,-16652.8,-44820.1
-5221.3,0.993153,0.379253,4,15,0,5279.2,0.615811,0.426515,0.610043,0.389957,1.54837,0.298441,1.70718,0.23707,1.86112,0.387865,1.87055,0.708532,2.00261,0.787814,1.6418,0.942239,1.58926,1.09845,1.42038,1.2301,1.20871,1.34418,1.20873,1.46215,0.908829,1.64919,0.83421,1.79477,0.799214,1.8028,0.533985,1.87722,0.276535,1.86656,0.0410498,1.85182,0.0278264,1.93994,-0.220118,1.84603,-0.329218,1.88356,-0.638859,1.88406,-0.831478,1.77136,-1.07123,1.81058,-1.14213,1.40821,-1.43947,1.24803,-1.59537,1.46005,-1.76134,1.04004,-1.72885,0.992122,-1.68235,0.79088,-1.80503,0.612536,-1.78502,0.387732,-1.84462,0.359958,-2.00134,0.025672,-1.95191,-0.115155,-1.6585,-0.163702,-1.6407,-0.473358,-1.58735,-0.662262,-1.6141,-0.591029,-1.50874,-0.879208,-1.57153,-1.07357,-1.44494,-1.348,-1.28019,-1.48468,-1.08735,-1.54607,-0.925225,-1.61988,-0.730459,-1.8161,-0.608263,-1.71579,-0.379276,-1.90285,-0.218401,-1.87551,-0.0868038,-2.00939,0.0451217,-2.02896,0.253143,-1.87975,0.542961,-1.74075,0.621057,-1.81867,0.957785,-1.69243,1.18474,-1.67927,1.28594,-1.529,1.30657,-1.27454,1.4496,-1.14889,1.50857,-1.0894,1.67583,-1.01901,1.78829,-0.882857,1.84887,-0.53616,2.01631,-0.405907,2.00207,-0.39472,0.533931,0.00221925,0.463849,-0.494225,-0.94172,0.81435,0.867612,-16642.4,-16659.9,-46378.8
-5216.47,1,0.379253,4,15,0,5283.12,0.611822,0.430685,0.665773,0.334227,1.8894,0.339478,1.89952,0.198827,1.90414,0.387871,1.82943,0.747487,1.71419,0.89237,1.69487,0.995988,1.54735,1.13886,1.56383,1.1946,1.52633,1.36451,1.19235,1.61381,0.957058,1.63386,0.868824,1.71952,0.695955,1.81128,0.611943,1.87812,0.329308,1.9051,0.200228,1.92316,-0.00701029,1.90212,-0.291352,1.955,-0.666711,1.8241,-0.709136,1.80897,-0.70558,1.61504,-0.896554,1.60465,-1.12793,1.45788,-1.45487,1.38334,-1.63814,1.19795,-1.47932,1.14713,-1.58314,0.842024,-1.75937,0.83431,-1.75374,0.670183,-1.81176,0.49585,-1.82197,0.302982,-1.83464,0.29062,-1.965,-0.0956713,-2.02434,-0.271261,-2.04849,-0.523229,-1.88244,-0.67376,-1.74748,-0.841045,-1.5212,-0.939957,-1.50693,-1.12712,-1.47439,-1.28476,-1.22698,-1.48409,-1.2132,-1.52964,-1.03187,-1.67458,-0.690118,-1.72046,-0.651533,-1.95053,-0.467225,-1.86933,-0.2358,-1.99189,-0.140108,-1.83405,0.209672,-1.90097,0.448892,-1.94519,0.570852,-1.93837,0.825524,-1.78608,0.936339,-1.54892,0.957237,-1.52972,1.24422,-1.37271,1.28287,-1.25466,1.46132,-1.23337,1.60901,-1.14823,1.65661,-0.953576,1.76022,-0.853012,1.72079,-0.631653,1.79041,-0.448934,1.93027,-0.238894,0.548441,0.00034167,0.451218,-0.406806,-1.09594,1.16258,1.17078,-16798.6,-16814.7,-44899.8
-5226.77,0.710465,0.379253,4,15,0,5296.76,0.618886,0.427928,0.58991,0.41009,1.59074,0.283113,1.72187,0.255434,1.85036,0.376202,1.90404,0.70625,1.95377,0.826304,1.69093,0.975682,1.50788,1.15303,1.47136,1.24119,1.2458,1.42442,1.17092,1.50069,0.878716,1.67067,0.810689,1.80213,0.798009,1.7744,0.476573,1.87624,0.427979,1.84608,0.0361186,1.87955,0.0893418,1.9284,-0.211561,1.80504,-0.285228,1.92059,-0.657019,1.81563,-0.933316,1.74702,-1.05113,1.73617,-1.19114,1.40017,-1.43184,1.222,-1.57485,1.42841,-1.75424,1.05616,-1.68296,0.99184,-1.6111,0.785791,-1.7311,0.590188,-1.70115,0.4111,-1.7807,0.38926,-1.93063,-0.00139072,-1.90155,-0.100772,-1.65659,-0.22783,-1.57106,-0.476177,-1.57602,-0.693135,-1.57881,-0.645463,-1.48007,-0.89819,-1.60761,-1.08065,-1.42257,-1.40456,-1.3087,-1.46549,-1.07013,-1.54111,-0.913203,-1.59386,-0.762626,-1.79459,-0.647448,-1.6964,-0.450855,-1.94911,-0.237873,-1.8433,-0.15237,-1.99894,0.0330975,-2.04269,0.166958,-1.86426,0.511974,-1.81399,0.580981,-1.73633,0.979773,-1.77082,1.13722,-1.65555,1.30565,-1.51852,1.27379,-1.26149,1.46016,-1.1608,1.50695,-1.07165,1.674,-0.999783,1.77488,-0.869821,1.87854,-0.52681,1.99176,-0.418972,2.0057,-0.318978,0.539009,0.00282115,0.45817,-0.527785,-0.891378,0.936217,1.00392,-16357.5,-16371.5,-45699.1
-5218.91,0.99877,0.379253,4,15,0,5290.47,0.608941,0.433875,0.567521,0.432479,1.8146,0.346252,1.92788,0.129012,1.8308,0.312151,1.88603,0.777702,1.78803,0.975252,1.74154,1.07275,1.58587,1.13316,1.52843,1.13698,1.42727,1.23965,1.17369,1.56791,0.965294,1.60909,0.940398,1.67266,0.63929,1.83681,0.611436,1.93401,0.247547,1.89982,0.109112,1.93172,-0.103965,1.93213,-0.284687,1.99811,-0.674025,1.89101,-0.670793,1.79841,-0.657181,1.62142,-0.979747,1.66702,-1.21535,1.47901,-1.52948,1.36535,-1.71544,1.17984,-1.5697,1.14304,-1.63871,0.89239,-1.74904,0.793277,-1.78091,0.652029,-1.71932,0.502327,-1.84979,0.316078,-1.86926,0.224792,-1.99825,-0.145493,-1.94024,-0.31766,-1.92331,-0.610376,-1.72264,-0.743235,-1.67169,-0.771809,-1.4781,-0.93094,-1.50734,-1.07676,-1.54297,-1.3786,-1.21604,-1.53698,-1.21148,-1.5266,-1.00206,-1.64989,-0.666913,-1.7707,-0.740065,-1.99788,-0.552197,-1.88883,-0.288264,-1.9652,-0.102333,-1.85792,0.167786,-1.82966,0.427334,-1.87031,0.547854,-1.82384,0.770259,-1.78482,0.907216,-1.59436,0.979839,-1.61366,1.2418,-1.48813,1.34474,-1.35267,1.44766,-1.23937,1.62226,-1.1178,1.69767,-0.988774,1.80529,-0.859047,1.73883,-0.734541,1.79154,-0.514377,1.9825,-0.29678,0.543667,0.000467944,0.455865,-0.566477,-0.838222,1.04802,1.05925,-16992,-17005.5,-44691.8
-5215.76,0.988589,0.379253,4,15,0,5283.11,0.606637,0.433258,0.590049,0.409951,1.76024,0.269251,1.7895,0.333605,1.98046,0.435835,1.72826,0.654216,1.86209,0.971145,1.7509,1.07009,1.61298,1.09569,1.54231,1.23617,1.4392,1.36012,1.23174,1.51681,0.875795,1.59345,0.854743,1.80414,0.832348,1.82902,0.565201,1.87465,0.436071,1.89841,0.0719234,1.871,0.0186986,1.96714,-0.387357,1.9559,-0.515522,1.91464,-0.673262,1.85626,-0.863327,1.71734,-1.00524,1.69618,-1.17899,1.37533,-1.4522,1.26465,-1.64356,1.3028,-1.67151,1.05715,-1.63345,1.00539,-1.67405,0.809057,-1.74492,0.721121,-1.80586,0.400172,-1.81202,0.342748,-1.97343,0.0751311,-1.98575,-0.0657877,-1.83191,-0.0707836,-1.85039,-0.405377,-1.82116,-0.667514,-1.75807,-0.690321,-1.52233,-0.878571,-1.57695,-1.11572,-1.375,-1.34605,-1.30343,-1.3208,-1.17331,-1.43973,-1.04827,-1.69571,-0.881072,-1.71537,-0.624788,-1.62217,-0.471972,-1.89821,-0.323938,-1.94151,-0.270934,-2.00795,0.00585463,-1.94379,0.358073,-1.85233,0.620972,-1.92248,0.678232,-1.79143,1.01367,-1.69407,1.07435,-1.61038,1.31703,-1.48779,1.25015,-1.27256,1.49507,-1.16784,1.50796,-1.17832,1.59343,-0.95204,1.71154,-0.758666,1.71845,-0.611427,1.91948,-0.458167,2.00726,-0.324824,0.546413,0.00234257,0.451245,-0.527551,-0.891716,1.11391,1.17013,-16945.2,-16958.5,-44857.7
-5210.01,1,0.379253,4,15,0,5270.11,0.625025,0.429757,0.689811,0.310189,1.65874,0.23386,1.75294,0.228294,1.78678,0.38562,1.8936,0.634112,1.91787,0.758065,1.55888,0.960095,1.51504,1.04035,1.46778,1.23096,1.34759,1.36863,1.24635,1.55954,0.933296,1.65891,0.795677,1.81437,0.794249,1.81184,0.44881,1.86122,0.340139,1.82199,0.117876,1.92737,0.0309072,1.79202,-0.303917,1.88653,-0.443235,1.85086,-0.651892,1.77468,-0.77654,1.71787,-0.906394,1.6534,-1.15504,1.42317,-1.33129,1.38346,-1.47274,1.32322,-1.65202,1.15444,-1.67126,0.813739,-1.82926,0.807769,-1.7764,0.710255,-1.74956,0.409518,-1.91429,0.345239,-1.84881,0.198442,-1.86935,-0.148026,-1.92054,-0.470734,-1.87022,-0.524566,-1.67734,-0.724852,-1.66917,-0.751862,-1.46417,-0.888094,-1.57719,-1.07334,-1.41525,-1.34208,-1.18219,-1.56014,-1.08735,-1.5844,-0.932012,-1.60407,-0.676799,-1.86088,-0.587365,-1.91952,-0.396376,-1.98453,-0.079544,-1.88578,-0.0108959,-1.82833,0.169767,-2.03408,0.340471,-1.92348,0.4617,-1.86194,0.697474,-1.74581,0.904655,-1.68748,1.02623,-1.46978,1.26456,-1.41145,1.27916,-1.2992,1.47582,-1.21743,1.65966,-1.14379,1.69862,-0.95846,1.74831,-0.920263,1.8535,-0.591836,1.92146,-0.428044,1.92281,-0.216014,0.542093,0.0025427,0.455364,-0.371338,-1.17057,1.01024,1.07126,-16279.5,-16299.5,-45233.2
-5213.12,0.870678,0.379253,4,15,0,5273.21,0.612895,0.42181,0.635307,0.364693,1.63783,0.204471,1.74426,0.202748,1.85115,0.167305,1.84758,0.666095,1.93033,0.812981,1.74871,0.903898,1.5042,1.12436,1.45484,1.2419,1.34945,1.37265,1.2893,1.51597,0.976279,1.59735,0.770681,1.72215,0.804219,1.78363,0.6892,1.94731,0.401056,1.9365,0.153644,1.86318,-0.107545,1.95835,-0.3719,1.85093,-0.505409,1.90676,-0.684807,1.77394,-0.70037,1.73239,-0.868753,1.74274,-1.13591,1.47316,-1.35989,1.32011,-1.53695,1.32776,-1.50589,1.12784,-1.64722,0.877495,-1.85273,0.804615,-1.84006,0.563886,-1.79995,0.525343,-1.90898,0.436185,-1.89828,0.209151,-1.95664,-0.188573,-1.8849,-0.261755,-1.85844,-0.52188,-1.71086,-0.661756,-1.72263,-0.73049,-1.53451,-1.00446,-1.55287,-1.08071,-1.41197,-1.34387,-1.21331,-1.43409,-1.21523,-1.58125,-1.0953,-1.65989,-0.722638,-1.83806,-0.675489,-1.81643,-0.415653,-1.83752,-0.120359,-1.82751,-0.0879159,-1.83214,0.111124,-2.052,0.328989,-1.98423,0.68143,-1.91324,0.70544,-1.74786,1.04458,-1.6004,1.02443,-1.64922,1.26764,-1.45359,1.34547,-1.17856,1.51575,-1.15425,1.5816,-1.18345,1.73816,-0.920664,1.64931,-0.801863,1.75673,-0.480116,1.83538,-0.455346,1.94375,-0.251976,0.53108,0.00100484,0.467915,-0.453648,-1.0087,0.74593,0.770046,-16714.4,-16727.3,-47066
-5211.2,0.921858,0.379253,4,15,0,5277.89,0.616639,0.44138,0.603669,0.396331,1.74833,0.349049,1.86561,0.277529,1.87601,0.49291,1.88197,0.851181,1.7863,0.868301,1.65471,1.02049,1.59108,1.12288,1.61854,1.17631,1.37714,1.33711,1.16121,1.55332,0.893806,1.66705,0.942044,1.8006,0.690754,1.79629,0.422727,1.86106,0.317927,1.83824,0.0344517,1.93022,0.0569119,1.84017,-0.118592,1.92956,-0.467496,1.8649,-0.724411,1.81994,-0.877235,1.69186,-1.09026,1.60669,-1.18279,1.42419,-1.52743,1.2844,-1.70026,1.27125,-1.73099,1.10512,-1.67349,0.935763,-1.57134,0.857327,-1.71667,0.656098,-1.76718,0.372418,-1.79654,0.283868,-1.91313,0.070736,-2.01206,0.00198406,-1.79888,-0.200364,-1.8562,-0.433575,-1.66604,-0.748482,-1.70323,-0.698937,-1.46078,-0.831704,-1.49002,-1.08816,-1.46665,-1.33901,-1.33369,-1.48816,-1.0678,-1.53212,-0.893706,-1.61778,-0.711618,-1.68212,-0.611547,-1.80812,-0.461227,-2.03752,-0.293523,-2.01831,-0.176768,-1.97294,0.147037,-1.86731,0.374833,-1.81038,0.437868,-1.79916,0.730368,-1.72364,0.867002,-1.69325,1.06563,-1.60086,1.31389,-1.44082,1.2234,-1.35002,1.3894,-1.30755,1.52444,-1.03847,1.59744,-1.07283,1.8406,-0.974466,1.92847,-0.671694,1.88171,-0.422071,1.98862,-0.371899,0.55035,0.000239611,0.44941,-0.50473,-0.925505,1.20841,1.21416,-16634.1,-16654.9,-43194.7
-5227.21,0.704767,0.379253,4,15,0,5279.65,0.611615,0.420267,0.670441,0.329559,1.60197,0.210201,1.77279,0.159085,1.84309,0.242052,1.84608,0.624284,1.91434,0.81281,1.6473,0.893797,1.51517,1.14197,1.42842,1.18946,1.41618,1.34963,1.11663,1.54077,1.00635,1.61421,0.830004,1.79802,0.845942,1.78005,0.548084,1.83436,0.518168,1.96024,0.106642,1.93731,-0.0391821,1.79757,-0.386359,1.94779,-0.501055,1.842,-0.678592,1.84267,-0.712203,1.64237,-0.841872,1.78134,-1.17213,1.51346,-1.29411,1.29917,-1.50447,1.29389,-1.55013,1.14607,-1.604,0.940011,-1.93698,0.709295,-1.74184,0.64994,-1.80811,0.48065,-1.97298,0.443096,-1.86513,0.184142,-1.91684,-0.119707,-1.87037,-0.316516,-1.8943,-0.501672,-1.72866,-0.660333,-1.6728,-0.730857,-1.51655,-0.958719,-1.56091,-1.11129,-1.47961,-1.38963,-1.20649,-1.40571,-1.17957,-1.58456,-1.08052,-1.65309,-0.709115,-1.8493,-0.625487,-1.76702,-0.452259,-1.82783,-0.126594,-1.83469,-0.105827,-1.88551,0.119817,-2.04411,0.344849,-2.01404,0.561383,-1.94401,0.827185,-1.73098,0.882519,-1.63045,1.1561,-1.66386,1.22048,-1.43012,1.36749,-1.2236,1.42388,-1.15205,1.62478,-1.18187,1.74196,-0.947971,1.69343,-0.725667,1.66356,-0.567418,1.88985,-0.426111,2.01284,-0.220496,0.538959,0.00259117,0.45845,-0.39982,-1.11,0.935021,0.997209,-16731.3,-16743.4,-47466.4
-5218.76,0.991378,0.379253,4,15,0,5290.45,0.620651,0.425214,0.596916,0.403084,1.6458,0.232971,1.8747,0.178504,1.89114,0.341937,1.82642,0.664215,1.90318,0.823048,1.64414,0.861329,1.55328,1.16781,1.47479,1.11161,1.44169,1.39528,1.0532,1.49489,1.00946,1.63471,0.805991,1.75916,0.880325,1.82585,0.593773,1.85768,0.485495,1.89373,0.0217859,1.87517,-0.014524,1.81849,-0.311429,1.87231,-0.525581,1.9176,-0.740757,1.80193,-0.741104,1.70717,-0.841572,1.79594,-1.12652,1.4992,-1.35758,1.29166,-1.53882,1.33033,-1.52281,1.12211,-1.64912,0.936921,-1.83558,0.66846,-1.72708,0.629325,-1.8123,0.475789,-1.93944,0.451056,-1.90228,0.265382,-1.88699,-0.0527953,-1.86495,-0.31459,-1.89017,-0.439785,-1.65187,-0.735835,-1.75347,-0.868712,-1.51219,-0.997788,-1.56787,-1.16636,-1.49615,-1.45907,-1.20634,-1.41055,-1.18024,-1.55525,-1.0365,-1.72327,-0.743812,-1.76726,-0.656405,-1.85912,-0.458391,-1.88817,-0.154981,-1.90959,-0.0808051,-1.83551,0.116265,-2.06478,0.354288,-1.99523,0.602553,-1.85272,0.835231,-1.72645,0.911176,-1.66222,1.14801,-1.63873,1.30358,-1.45813,1.31668,-1.25751,1.44512,-1.15378,1.61382,-1.14638,1.71382,-1.01294,1.65702,-0.73524,1.73594,-0.589585,1.91918,-0.39768,2.04784,-0.245746,0.540704,0.00224046,0.457055,-0.515979,-0.90861,0.976904,1.03068,-16480.1,-16492.4,-46443.2
-5228.97,0.867638,0.379253,4,15,0,5291.72,0.612242,0.430336,0.652369,0.347631,1.79105,0.276766,1.86908,0.268537,1.94445,0.328257,1.98669,0.743515,1.76489,0.805891,1.70138,0.96179,1.57774,0.988088,1.62099,1.24619,1.35168,1.28176,1.34811,1.52873,0.969413,1.52422,1.02512,1.84572,0.609302,1.84876,0.559276,1.93784,0.266323,1.80661,0.160878,1.93607,-0.0475901,1.86599,-0.256891,1.7886,-0.474957,1.82368,-0.673092,1.84007,-0.789143,1.64962,-1.05642,1.66043,-1.16263,1.30538,-1.38532,1.38876,-1.57953,1.32527,-1.71527,1.10321,-1.71429,0.963035,-1.80818,0.851989,-1.86545,0.655847,-1.76358,0.463514,-1.84937,0.273652,-1.97921,0.187912,-2.01035,-0.0886677,-2.04575,-0.285009,-1.96146,-0.558524,-1.86957,-0.612923,-1.64048,-0.621932,-1.49632,-0.85295,-1.50904,-1.19991,-1.42614,-1.25026,-1.27379,-1.44445,-1.03095,-1.62343,-0.825695,-1.65711,-0.749404,-1.79664,-0.65526,-1.85982,-0.418212,-1.94706,-0.243057,-1.90681,-0.218549,-1.99821,0.141602,-1.87615,0.363272,-1.89087,0.547376,-1.86254,0.69714,-1.91557,0.983539,-1.71883,1.02802,-1.59508,1.25229,-1.48559,1.35056,-1.18683,1.54102,-1.16968,1.64491,-1.01998,1.62099,-1.0904,1.85748,-0.94519,1.8114,-0.547512,1.92165,-0.428852,1.94009,-0.386859,0.534204,0.000574445,0.465222,-0.427145,-1.05661,0.820887,0.834674,-17030.1,-17039.5,-45443.8
