# 0.000230754, 1.60991, 0.00014137, 0.0387881, 1.72267, 0.00425597, 0.00346112, 0.00354826, 0.00369468, 0.00340341, 0.00380252, 0.00334203, 0.00349716, 0.00426043, 0.0036253, 0.0033846, 0.00332532, 0.00397693, 0.00329557, 0.00366573, 0.00347255, 0.00387546, 0.00356337, 0.00334546, 0.00343414, 0.00313832, 0.00390178, 0.00368491, 0.0034895, 0.00354864, 0.00347609, 0.00360616, 0.00347929, 0.00358349, 0.003694, 0.00398657, 0.00328881, 0.00355835, 0.00382173, 0.00397323, 0.00381965, 0.00351529, 0.00403851, 0.00390038, 0.00335546, 0.00371755, 0.00396824, 0.00364038, 0.00337465, 0.00367305, 0.00352301, 0.00372767, 0.00370352, 0.00360529, 0.00339953, 0.0036789, 0.0039311, 0.00335923, 0.00342246, 0.00370741, 0.00359699, 0.003949, 0.00368309, 0.00355211, 0.00348971, 0.00384977, 0.00408973, 0.00430777, 0.302772, 0.33175, 0.361037, 0.386079, 0.420207, 0.450112, 0.476048, 0.500224, 0.529798, 0.544381, 0.561238, 0.585022, 0.60007, 0.634443, 0.668305, 0.687075, 0.713891, 0.738074, 0.756039, 0.783228, 0.80029, 0.833754, 0.845371, 0.865331, 0.891801, 0.906728, 0.936304, 0.946609, 0.972659, 0.981535, 1.00418, 1.02745, 1.04621, 1.07233, 1.09521, 1.11868, 1.13971, 1.16171, 1.17398, 1.20672, 1.23173, 1.26475, 1.27899, 1.30189, 1.3481, 1.38414, 1.40159, 1.41752, 1.43065, 1.44478, 1.46391, 1.49713, 1.53241, 1.55517, 1.57154, 1.59389, 1.61823, 1.64121, 1.6581, 1.70593, 1.73921, 1.76222, 1.78781, 0.00482865, 0.00406189, 0.00441117, 0.00367978, 0.00357737, 0.00401452, 0.00408462, 0.00382281, 0.00455702, 0.00409429, 0.00427785, 0.00381821, 0.00395019, 0.00406571, 0.00411346, 0.00359643, 0.00406318, 0.0038535, 0.00421882, 0.00383311, 0.004035, 0.00436612, 0.00379999, 0.00390367, 0.00438141, 0.00401526, 0.00388364, 0.00451636, 0.00387657, 0.0044966, 0.00407562, 0.0038993, 0.00388468, 0.00447903, 0.00443108, 0.00457518, 0.00426552, 0.00426258, 0.00433373, 0.00405736, 0.00423163, 0.00432051, 0.00396094, 0.00430296, 0.00422509, 0.00383122, 0.00406599, 0.00380066, 0.00436272, 0.00467338, 0.00430496, 0.00447776, 0.00423218, 0.00436303, 0.00411381, 0.00445079, 0.00432439, 0.00435655, 0.00419219, 0.0042437, 0.00403074, 0.00422122, 0.00483151, 0.000808596, 1.64699, 0.976956
-5219.44,0.986199,0.0443276,7,127,0,5316.87,0.423071,0.995902,0.60836,0.317996,0.00417506,0.677829,0.140111,1.13884,1.85126,0.172709,1.2932,1.77155,0.402678,1.53302,1.8751,0.701063,1.3956,1.88759,0.697991,1.39418,1.8062,0.956347,1.2384,1.71856,1.1192,1.13259,1.47458,1.2947,1.17001,1.45163,1.28983,1.15197,1.32218,1.55881,1.14002,1.18215,1.7166,1.07719,0.980392,1.78073,1.12522,0.865414,1.87594,1.03423,0.822775,1.94439,1.14485,0.51042,1.79,1.13237,0.379989,1.88223,0.886302,0.0380977,1.84032,0.862442,0.00401873,1.83453,0.765466,-0.18337,1.93995,0.706729,-0.386177,1.78813,0.716893,-0.636902,1.66869,0.983138,-0.723177,1.72096,1.00518,-0.903349,1.44613,0.59295,-1.07402,1.25301,0.549838,-1.53426,1.30594,0.609737,-1.51345,1.09778,0.635418,-1.56201,0.959139,0.487068,-1.65434,0.808984,0.683254,-1.69743,0.69114,0.55807,-1.81679,0.465737,0.424855,-1.72853,0.349611,0.459581,-1.68638,0.246506,0.524577,-2.01669,-0.176223,0.618656,-1.98504,-0.301446,0.554536,-1.90906,-0.526425,0.519526,-1.71047,-0.69611,0.492551,-1.61596,-0.738326,0.61779,-1.70578,-0.894689,0.559967,-1.59258,-1.03389,0.568755,-1.49816,-1.28485,0.608751,-1.49099,-1.43195,0.608236,-1.26784,-1.55284,0.564764,-1.14139,-1.69555,0.322454,-1.08061,-1.76528,0.299388,-0.73111,-1.82834,0.161778,-0.622534,-1.91081,-0.261567,-0.509437,-2.07306,-0.253714,-0.282021,-1.96492,-0.654282,-0.081289,-2.0249,-0.856584,0.140975,-1.91207,-0.750198,0.477207,-1.89621,-0.871719,0.530763,-1.8346,-0.636273,0.642944,-1.54451,-0.783306,0.951032,-1.59334,-0.989069,1.04728,-1.46092,-1.09987,1.20644,-1.26543,-1.22644,1.33181,-1.23176,-1.42595,1.55933,-1.14192,-1.65353,1.58201,-0.958431,-1.41248,1.67655,-0.778835,-1.20301,1.74637,-0.659124,-1.21768,1.71612,-0.438102,-1.26106,1.93088,-0.263918,-1.45466,1.92072,0.508837,0.0456431,0.0183041,0.427216,-1.14572,-5.47863,-0.38886,0.212086,1.30752,1.74682,-14583.3,-47000,-14648.8,-16751.5
-5200.11,0.957881,0.0443276,7,127,0,5296.46,0.426973,0.690375,0.608769,0.434869,0.0053401,0.559791,0.137474,0.624477,1.90536,0.206514,0.859359,1.89692,0.45595,0.846434,1.80617,0.717921,0.855409,1.88107,0.927832,0.911332,1.81315,0.985649,0.771944,1.70642,1.04899,0.939222,1.553,1.17943,0.83371,1.60439,1.3693,0.614513,1.46656,1.57292,0.70801,1.11749,1.58272,0.68127,0.940594,1.71136,0.687156,0.882307,1.72671,0.823818,0.731309,1.85803,0.798311,0.563797,1.8642,1.11604,0.384833,1.97635,0.811527,0.0947575,2.02103,0.556042,-0.0132514,1.90199,0.457653,-0.293463,1.83267,0.198451,-0.571044,1.84041,0.152154,-0.800313,1.68644,-0.0146092,-0.844998,1.74042,0.0387361,-1.02452,1.43676,-0.126953,-1.22749,1.34459,-0.0328459,-1.39401,1.26554,-0.10486,-1.63709,1.14507,-0.344919,-1.67631,0.892309,-0.627205,-1.65264,0.784236,-0.622236,-1.78404,0.599837,-0.797657,-1.79456,0.390307,-0.891181,-1.81544,0.308653,-0.918228,-1.8949,0.0810185,-0.902996,-1.88962,-0.057566,-0.81635,-1.89985,-0.168803,-0.846228,-1.86289,-0.373252,-0.76704,-1.86107,-0.64705,-0.679279,-1.80852,-0.828757,-0.661957,-1.71708,-0.920107,-0.889822,-1.51706,-1.07822,-0.896516,-1.48647,-1.39131,-0.696531,-1.38418,-1.49923,-0.503128,-1.25524,-1.53133,-0.653438,-1.12774,-1.60628,-0.873376,-0.974951,-1.72599,-0.746128,-0.654696,-1.81631,-0.690677,-0.621058,-1.85409,-0.634276,-0.335323,-1.82064,-0.745211,-0.262404,-1.84381,-0.518203,-0.121092,-1.91782,-0.430308,0.106825,-1.84085,-0.723508,0.22692,-1.86964,-0.535731,0.566255,-1.69936,-0.664184,0.743735,-1.75424,-0.61027,0.947251,-1.6216,-0.63772,1.07857,-1.41909,-0.708139,1.30993,-1.25609,-0.57775,1.21725,-1.22628,-0.669203,1.42912,-1.05452,-0.655879,1.48089,-1.08791,-0.626814,1.69386,-0.836919,-0.542208,1.78462,-0.609153,-0.33099,1.85975,-0.413489,-0.2473,1.93963,-0.383707,-0.299986,1.97778,0.509231,0.0225224,0.0499256,0.418321,-0.83271,-5.23251,-0.580193,0.221542,0.76208,1.9603,-13571.1,-45844.2,-13650.2,-17071.5
-5225.9,0.854666,0.0443276,6,127,0,5290.36,0.429825,0.603386,0.606025,0.379477,0.0237695,0.596753,0.22825,0.85137,1.886,0.274713,0.653306,1.86228,0.363994,0.673303,1.79726,0.724895,0.778331,1.74286,0.823714,0.980618,1.84649,1.0215,0.925719,1.69625,1.12778,1.0008,1.53967,1.22927,0.964792,1.59496,1.39279,0.939839,1.35455,1.57336,0.965877,1.2638,1.58855,0.664717,0.850067,1.77675,0.715605,0.848814,1.87148,0.747942,0.771525,1.91863,0.736863,0.588844,1.93338,0.65141,0.327944,1.94586,0.693158,0.0761618,1.96214,0.341802,-0.0976169,1.96807,-0.0147054,-0.354551,1.82558,-0.154561,-0.498835,1.7545,-0.41281,-0.706779,1.78737,-0.143411,-0.767139,1.61967,-0.285113,-0.966861,1.45814,-0.189909,-1.14439,1.22118,-0.272604,-1.47264,1.33616,-0.28407,-1.52885,1.05605,-0.423438,-1.6419,0.942823,-0.661951,-1.73111,0.813171,-0.675366,-1.68884,0.651239,-0.76126,-1.70218,0.353841,-0.994761,-1.80691,0.244088,-1.17911,-1.90415,0.0827609,-1.18338,-1.8584,-0.143405,-1.09242,-1.88632,-0.192015,-1.31494,-1.83785,-0.37493,-1.16343,-1.84622,-0.690089,-1.1854,-1.69516,-0.740913,-1.25979,-1.69916,-0.989209,-1.24378,-1.38847,-1.19122,-1.06373,-1.59644,-1.40234,-1.16154,-1.35995,-1.58229,-1.15379,-1.115,-1.43721,-0.963314,-1.15824,-1.51928,-0.952879,-0.991251,-1.74182,-1.02437,-0.716433,-1.7213,-0.612594,-0.619607,-1.84365,-0.668567,-0.373077,-1.88579,-0.823478,-0.118678,-1.88438,-0.886858,-0.175203,-1.91384,-0.577855,0.0268195,-1.881,-0.172571,0.275764,-1.84531,-0.0901466,0.457023,-1.83659,0.053502,0.712364,-1.78908,-0.234239,0.833676,-1.66756,-0.274499,1.04371,-1.46377,-5.38637e-06,1.33463,-1.2154,-0.0320176,1.40249,-1.29563,-0.0727705,1.50812,-1.15697,0.0208588,1.58381,-1.07911,-0.0636334,1.64246,-0.855902,0.0148792,1.82005,-0.592339,0.0532238,1.81159,-0.377048,0.124099,1.87537,-0.242918,0.0881208,1.9961,0.501882,0.037077,0.0504335,0.410608,-0.96896,-3.73935,-0.516252,0.0451577,0.935005,2.14541,-14128.1,-45349.9,-14189.5,-17020.1
-5232.73,0.837612,0.0443276,7,127,0,5329.88,0.429108,0.664325,0.620078,0.340187,0.0141693,0.645643,0.125137,0.124081,1.9244,0.150135,0.136331,1.76829,0.330545,0.0156596,1.89944,0.758055,-0.152368,1.95164,0.859697,-0.169702,1.89326,0.966754,-0.253422,1.68137,1.11068,-0.400625,1.48763,1.04527,-0.518427,1.47194,1.43462,-0.555866,1.36599,1.5451,-0.716817,1.14126,1.62255,-0.834998,0.989402,1.73736,-0.833387,0.870831,1.77505,-0.673452,0.78862,1.8516,-0.70937,0.526314,1.85699,-0.588822,0.381237,1.88146,-0.575622,0.104655,1.85607,-0.666906,0.118034,1.81748,-0.487852,-0.208578,1.96635,-0.441539,-0.493453,1.85796,-0.490499,-0.67586,1.67189,-0.463284,-0.885481,1.58819,-0.2292,-1.04774,1.44086,0.0487735,-1.06409,1.33434,-0.0574787,-1.47625,1.38088,0.0434013,-1.59176,1.09906,-0.335539,-1.53803,0.914178,0.135852,-1.64559,0.811943,0.180541,-1.72582,0.595825,-0.0495823,-1.85146,0.558902,-0.0255202,-1.7701,0.366097,0.117049,-1.87043,0.227144,-0.0823407,-1.85496,-0.0404734,-0.191662,-2.06206,-0.330508,-0.394742,-1.90273,-0.459871,-0.331375,-1.84114,-0.640295,-0.513771,-1.79661,-0.675578,-0.675832,-1.75098,-0.784804,-0.518347,-1.53076,-0.971055,-0.590549,-1.54706,-1.2738,-0.588472,-1.55596,-1.44495,-0.513305,-1.3824,-1.56079,-0.50212,-1.22076,-1.74116,-0.621129,-0.940712,-1.79894,-0.856846,-0.69959,-1.7534,-0.959513,-0.7173,-2.03355,-1.23061,-0.568117,-1.97783,-1.37733,-0.21509,-1.93992,-1.16155,-0.0284161,-1.97503,-1.3119,0.0625187,-1.88376,-1.56908,0.422116,-1.94842,-1.40191,0.690071,-1.77285,-1.35646,0.714963,-1.52422,-1.16001,1.04481,-1.48325,-1.21764,1.07441,-1.40906,-1.33922,1.17426,-1.34806,-1.44303,1.24595,-1.257,-1.33508,1.41386,-0.981849,-1.32946,1.53795,-1.01056,-1.38666,1.6559,-0.78809,-1.63216,1.74477,-0.716463,-1.51645,1.71024,-0.447002,-1.46307,1.93429,-0.319676,-1.7156,1.98129,0.497156,0.00841101,0.0667178,0.427715,-1.07826,-4.25667,-0.437508,-0.0682539,0.13361,1.73484,-16463.5,-45829.5,-24571.6,-16523.7
-5218.79,0.94146,0.0443276,7,127,0,5330.08,0.430575,1.40749,0.610087,0.330965,0.0068117,0.662223,0.018439,-0.132314,1.78251,0.18204,-0.186522,1.89761,0.43317,-0.16275,1.87069,0.752939,0.0352668,1.91316,0.876432,-0.25412,1.93152,1.03905,-0.369404,1.7361,1.07825,-0.28695,1.60638,1.28713,-0.214516,1.50983,1.3165,-0.133782,1.32649,1.61124,0.0456535,1.26342,1.61748,-0.184811,0.908458,1.73946,-0.0602547,0.885884,1.72087,-0.154472,0.743082,1.82472,-0.308306,0.548324,1.81197,-0.335585,0.344512,1.94939,-0.232018,0.159037,1.8769,-0.19238,-0.00146484,1.85184,-0.382851,-0.29423,1.80525,-0.408853,-0.659897,1.75937,-0.487708,-0.833907,1.64839,-0.675019,-0.806308,1.71183,-0.596466,-0.893897,1.46668,-0.734449,-1.19529,1.33981,-0.962545,-1.39172,1.26177,-0.898578,-1.57931,1.05949,-0.804311,-1.58519,0.841098,-0.723226,-1.52892,0.790544,-0.707613,-1.70696,0.591467,-0.78937,-1.81784,0.425989,-0.778773,-1.84455,0.418018,-0.960733,-1.86481,0.166511,-1.05511,-1.88088,-0.0921782,-1.06654,-1.87348,-0.16821,-0.880734,-1.88215,-0.574627,-1.02581,-1.84139,-0.726817,-0.859809,-1.70549,-0.717773,-0.784956,-1.6342,-0.94778,-1.03807,-1.42303,-1.08615,-1.08214,-1.49834,-1.43579,-0.977339,-1.36587,-1.49426,-0.886027,-1.06579,-1.45951,-1.07292,-1.01404,-1.58941,-1.16603,-0.986263,-1.76131,-1.44825,-0.728913,-1.90897,-1.28708,-0.610121,-1.88235,-1.2303,-0.372748,-1.95146,-1.31746,-0.175123,-1.92864,-1.32476,-0.0200766,-1.90242,-1.40621,0.25353,-1.88651,-1.28056,0.289888,-1.84904,-1.70527,0.460512,-1.83677,-1.57777,0.77458,-1.68359,-1.5422,0.947418,-1.61873,-1.76079,1.07377,-1.50093,-1.87473,1.31178,-1.2963,-1.7519,1.18438,-1.24323,-1.91456,1.3802,-1.25679,-2.19195,1.56737,-0.91556,-2.28971,1.65178,-0.806251,-2.2106,1.67189,-0.575735,-2.13302,1.75609,-0.433135,-2.25825,1.77677,-0.315272,-2.17968,1.93212,0.493553,0.00856053,0.0812725,0.416614,-1.10574,-4.98911,-0.412153,-0.154722,0.0507305,2.00127,-12810.5,-45137.5,-12880.6,-16840.6
-5214.75,0.884017,0.0443276,7,127,0,5314.84,0.425223,2.88508,0.617218,0.412245,0.0146382,0.573116,0.320538,0.984528,1.89245,0.165378,0.924636,1.80473,0.332948,0.912393,1.85073,0.703843,0.833558,1.78733,0.77717,0.97363,1.7384,0.924276,0.797992,1.59824,1.10915,0.840752,1.50824,1.16456,0.833,1.46093,1.37773,0.760142,1.49348,1.42603,0.610233,1.12182,1.66591,0.664155,0.926068,1.80677,0.794163,0.908489,1.84565,0.617819,0.742828,1.96865,0.58599,0.62279,1.90193,0.580188,0.287034,1.89415,0.407211,0.079287,1.92877,0.191424,-0.0391366,1.8731,0.207706,-0.183465,1.98862,0.436732,-0.393773,1.87607,0.533682,-0.501208,1.72174,0.475176,-0.818817,1.64634,0.547606,-1.00461,1.43176,0.683679,-1.13593,1.29173,0.58871,-1.48994,1.3243,0.420402,-1.63295,1.1632,0.576545,-1.66456,0.961236,0.701991,-1.77098,0.851862,0.584896,-1.70273,0.672893,0.667295,-1.75037,0.431404,0.618364,-1.67383,0.31233,0.644151,-1.86201,0.111755,0.545799,-1.91264,-0.108447,0.529544,-2.02888,-0.247736,0.468571,-1.87283,-0.446215,0.341968,-1.78941,-0.626311,0.437836,-1.78851,-0.728783,0.224097,-1.70817,-0.96032,0.188287,-1.59792,-1.03063,0.374274,-1.54533,-1.24088,0.173309,-1.57567,-1.46239,0.248263,-1.43278,-1.6303,0.421914,-1.27936,-1.66878,0.277892,-0.969192,-1.73804,0.255077,-0.745515,-1.78759,0.09466,-0.632799,-1.9198,0.211957,-0.519675,-1.86837,0.120964,-0.244926,-1.96462,0.141142,-0.241034,-2.00559,0.139976,-0.000988518,-1.92839,0.228626,0.400036,-1.82321,0.285298,0.542469,-1.74918,0.371577,0.793314,-1.59376,0.662695,0.903741,-1.61627,0.922507,1.05545,-1.3611,1.04162,1.21609,-1.27798,0.790774,1.39444,-1.18157,0.948787,1.51791,-0.97918,0.892298,1.51412,-1.09878,0.631993,1.74595,-0.904484,0.551865,1.83725,-0.618713,0.661502,1.8748,-0.437942,0.751721,1.92077,-0.272587,0.954118,2.08807,0.514908,0.0216173,0.0441092,0.419366,-0.886137,-4.22412,-0.556666,0.357782,0.876596,1.93522,-13221,-46553.9,-13298.5,-16640
-5198.84,0.969301,0.0443276,7,127,0,5285.8,0.42724,7.64835,0.61328,0.440057,0.0144057,0.545537,0.175628,0.820378,1.89496,0.143467,0.760647,1.87921,0.319551,0.645383,1.9806,0.746882,0.587255,1.95628,0.863518,0.552286,1.85101,0.949951,0.714785,1.68532,1.07566,0.514556,1.59976,1.17635,0.457392,1.50668,1.43045,0.295891,1.49987,1.4915,-0.000169209,1.14433,1.66553,0.136045,0.965244,1.75085,-0.0498016,0.968483,1.79701,0.170673,0.72623,1.91789,0.242202,0.627307,1.85815,0.285923,0.367636,1.88002,0.280855,0.200591,1.95958,0.482651,-0.00627316,1.8578,0.58871,-0.258942,1.86688,0.650376,-0.496835,1.75452,0.536359,-0.645555,1.66336,0.523078,-0.929861,1.60874,0.60871,-1.02501,1.39532,0.609357,-1.07492,1.31214,0.608622,-1.42511,1.36248,0.69363,-1.62019,1.15091,0.60786,-1.65867,0.902589,0.592868,-1.72513,0.797058,0.462453,-1.68768,0.671918,0.618512,-1.76473,0.41271,0.610406,-1.70668,0.302158,0.470466,-1.85613,0.171993,0.454505,-1.79317,-0.0335489,0.383696,-1.85091,-0.265233,0.257905,-1.76203,-0.519745,0.270982,-1.78104,-0.674623,0.221351,-1.83125,-0.750115,0.486141,-1.71347,-1.00787,0.60757,-1.53157,-1.11129,0.521306,-1.4558,-1.29174,0.650284,-1.42777,-1.44725,0.770837,-1.26361,-1.58658,0.801178,-1.13966,-1.62071,0.712038,-0.896737,-1.73668,0.642157,-0.749901,-1.83516,0.415221,-0.641556,-1.95254,0.243261,-0.474069,-1.88954,0.293633,-0.181805,-1.97788,0.289994,-0.148782,-1.99179,0.291483,0.071063,-1.92522,-0.0457161,0.438249,-1.86135,-0.0897896,0.56082,-1.78937,-0.0723134,0.760453,-1.64281,-0.1704,0.877119,-1.69737,-0.19356,1.05504,-1.44881,-0.293697,1.20105,-1.33153,-0.011158,1.29626,-1.22232,-0.21749,1.40989,-1.0112,-0.162511,1.47691,-1.05757,-0.147781,1.77609,-0.819795,-0.220492,1.84592,-0.537494,-0.170061,1.81198,-0.390741,-0.208368,1.8017,-0.254708,-0.271766,1.96477,0.503163,0.0322981,0.0484239,0.416115,-0.820851,-4.24013,-0.605984,0.0759051,0.85106,2.01323,-16631.1,-45885.5,-18747.8,-16711.6
-5212.3,0.826007,0.0443276,7,127,0,5291.95,0.429745,0.292129,0.613806,0.327068,0.00554791,0.667384,0.100584,0.0765594,1.86047,0.207913,0.109867,1.87022,0.337965,0.261709,1.77944,0.614051,0.0217179,1.84396,0.771625,0.208236,1.8252,0.969187,0.158793,1.64122,1.08127,0.310815,1.43404,1.22411,0.225198,1.50504,1.3146,0.118226,1.26191,1.63384,-0.0564154,1.26846,1.63349,0.0196972,0.849268,1.81588,-0.124552,0.666217,1.81892,-0.0754872,0.703685,1.86829,-0.273764,0.517688,1.87748,-0.46829,0.355844,1.93146,-0.315934,0.0835288,1.8622,-0.54982,0.105786,1.90259,-0.489489,-0.230333,1.84846,-0.311895,-0.506463,1.83162,-0.367751,-0.735036,1.6364,-0.310137,-0.67825,1.66996,-0.405711,-0.891396,1.41899,-0.297106,-1.20972,1.25494,-0.374635,-1.44598,1.2202,-0.432545,-1.64737,1.03857,-0.548818,-1.63741,0.899614,-0.583604,-1.60224,0.797872,-0.618523,-1.75265,0.63117,-0.658434,-1.84458,0.44913,-0.734549,-1.88135,0.360201,-0.576809,-1.84066,0.0697992,-0.409871,-1.95937,-0.189475,-0.666548,-1.97747,-0.243159,-0.625394,-1.93763,-0.455529,-0.60909,-1.86568,-0.702761,-0.580144,-1.63032,-0.768539,-0.747214,-1.66986,-0.866643,-0.425966,-1.47493,-1.15232,-0.484896,-1.62536,-1.41163,-0.340289,-1.48217,-1.49696,-0.215268,-1.2257,-1.55187,-0.225639,-1.14623,-1.73317,-0.231689,-1.09925,-1.8398,-0.213062,-0.671627,-1.84928,-0.0728318,-0.588472,-1.8607,-0.133621,-0.395554,-1.93848,-0.103646,-0.292698,-1.87031,0.0670365,-0.0673659,-1.93486,-0.0335164,0.18079,-1.88324,0.198656,0.179762,-1.87117,0.142822,0.491482,-1.72784,-0.0201011,0.657715,-1.66381,-0.168284,1.08034,-1.52658,0.00434078,1.10025,-1.49457,0.141248,1.33328,-1.23562,0.17496,1.27277,-1.19521,0.0727948,1.46031,-1.20047,0.196459,1.62071,-0.869074,0.359023,1.56,-0.802116,0.485628,1.70856,-0.642447,0.538177,1.7835,-0.469022,0.602112,1.94719,-0.352081,0.627061,1.97057,0.50377,0.00307636,0.0751583,0.417995,-1.11759,-5.19433,-0.40439,0.0904816,0.164314,1.96811,-16696.5,-45091.2,-66755.7,-16769.7
-5216.2,0.826474,0.0443276,7,127,0,5303.82,0.42347,11.5028,0.614354,0.417147,0.0138774,0.568975,0.212604,0.676297,1.91482,0.239987,0.5352,1.79946,0.450164,0.340868,1.8768,0.823989,-0.0621889,1.85623,0.927213,-0.0317649,1.80905,1.00618,0.0813038,1.61921,1.13684,0.108981,1.49242,1.2373,0.265372,1.46307,1.46134,0.345675,1.45794,1.53268,0.0917725,1.10528,1.6224,0.269195,0.992945,1.66614,0.120831,1.05439,1.77036,-0.00529605,0.752011,1.87681,0.0436816,0.533979,1.83448,0.0646331,0.266516,1.87945,0.260784,0.149726,1.98325,0.178444,-0.0808014,1.87308,0.209959,-0.312509,1.8989,0.363387,-0.528905,1.82741,0.064754,-0.598699,1.74373,0.139422,-0.874728,1.65209,0.12386,-0.994721,1.42503,-0.0446832,-1.09506,1.2956,-0.0823385,-1.43756,1.34875,0.016437,-1.57653,1.12902,-0.125432,-1.64874,0.947242,0.0541704,-1.74239,0.808082,0.23301,-1.69811,0.670205,0.227575,-1.75769,0.478341,0.159004,-1.69364,0.324648,0.272635,-1.88155,0.195273,0.0876041,-1.94966,-0.0243906,0.236912,-2.02932,-0.209726,0.0962058,-1.81032,-0.477091,0.0790183,-1.76651,-0.64149,-0.0432721,-1.79879,-0.654747,0.151379,-1.69253,-0.932261,0.200502,-1.55228,-1.0446,0.186857,-1.421,-1.29456,0.102023,-1.39164,-1.41671,0.264797,-1.24785,-1.47743,0.458983,-1.14427,-1.56853,0.486867,-0.921313,-1.68979,0.329586,-0.809651,-1.79324,-0.0712652,-0.704517,-1.92771,-0.188653,-0.453724,-1.94812,-0.0392403,-0.169678,-2.02236,-0.128919,-0.246855,-2.01521,-0.216402,0.0509033,-1.91474,-0.379107,0.447966,-1.82709,-0.295352,0.541624,-1.7661,-0.31278,0.736373,-1.56468,-0.283831,0.830985,-1.64159,-0.325606,1.02737,-1.44863,-0.276549,1.25659,-1.39628,-0.218675,1.3197,-1.23471,-0.0157974,1.37531,-0.999146,0.0499499,1.40157,-1.06471,0.0337967,1.66449,-0.902888,0.223061,1.74577,-0.624737,0.259164,1.76505,-0.448802,0.314878,1.85726,-0.283707,0.263069,1.93015,0.506538,0.0147394,0.051176,0.427547,-0.874316,-4.27749,-0.563918,0.156907,0.510653,1.73888,-16516.3,-46928.8,-21233.1,-16587.4
-5209.46,0.95031,0.0443276,7,127,0,5295.17,0.421044,2.62673,0.612086,0.358467,0.0134954,0.628037,0.217388,0.439429,1.94554,0.230478,0.600385,1.8097,0.476286,0.533299,1.82179,0.9178,0.552894,1.82508,0.871217,0.369204,1.74512,0.977599,0.566298,1.57544,1.10242,0.513904,1.49531,1.20819,0.246874,1.42688,1.42701,0.174465,1.41629,1.59202,0.06235,1.17394,1.56093,0.279614,0.992055,1.74423,0.114716,0.894445,1.76501,0.282458,0.766288,1.85889,0.211996,0.463827,1.7601,-0.0460275,0.313684,1.95181,0.050387,0.0766985,1.95333,-0.001834,-0.0793594,1.82563,-0.152328,-0.310774,1.7669,-0.3713,-0.606519,1.74759,-0.344152,-0.661107,1.73599,-0.228908,-0.878311,1.62004,-0.196324,-1.0566,1.39317,-0.343406,-1.16699,1.24435,-0.275863,-1.45457,1.28473,-0.289197,-1.70106,1.06047,-0.438088,-1.65259,0.861805,-0.63069,-1.65551,0.748008,-0.396327,-1.71215,0.579933,-0.196447,-1.7647,0.422857,-0.164409,-1.76612,0.307575,-0.249836,-1.78746,0.180427,-0.259142,-1.95246,-0.0458232,-0.0894239,-1.97726,-0.231481,-0.0520376,-1.78156,-0.480548,0.155273,-1.74762,-0.656591,-0.190961,-1.80907,-0.662778,-0.161729,-1.77172,-0.889179,-0.0711466,-1.64115,-1.01633,0.028096,-1.62249,-1.25205,-0.0940549,-1.40553,-1.3835,-0.178032,-1.24071,-1.48102,-0.116007,-1.15563,-1.62086,-0.0952661,-0.925874,-1.72048,-0.215975,-0.648066,-1.74206,-0.230821,-0.584174,-1.90071,-0.193626,-0.442955,-1.88256,-0.219933,-0.225611,-1.9973,-0.25217,-0.128397,-2.0052,-0.232467,0.122042,-1.81246,-0.289214,0.305182,-1.77576,-0.247775,0.646914,-1.76656,-0.0835353,0.642092,-1.6062,-0.229469,0.919609,-1.62357,-0.174026,1.00938,-1.47384,-0.284677,1.26547,-1.27689,-0.370999,1.17987,-1.19545,-0.602319,1.42468,-1.15974,-0.69245,1.5817,-1.02898,-0.787996,1.71333,-0.878598,-0.877123,1.64077,-0.655552,-1.0088,1.70826,-0.511481,-1.03768,1.97912,-0.358512,-0.942418,2.05676,0.505287,0.0103803,0.0547236,0.429609,-1.02592,-4.3054,-0.465156,0.126882,0.37601,1.68938,-12770.6,-46587.5,-12848.6,-16871.3
