epsilon,l.1,l.2,l.3,l.4,l.5,l.6,l.7,l.8,l.9,l.10,l.11,l.12,l.13,l.14,l.15,l.16,l.17,l.18,l.19,l.20,l.21,l.22,l.23,l.24,l.25,l.26,l.27,l.28,l.29,l.30,l.31,l.32,l.33,l.34,l.35,l.36,l.37,l.38,l.39,l.40,l.41,l.42,l.43,l.44,l.45,l.46,l.47,l.48,l.49,l.50,l.51,l.52,l.53,l.54,l.55,l.56,l.57,l.58,l.59,l.60,l.61,l.62,l.63,l_init,logModel
1.08823,1.18447,1.32027,1.3531,1.46051,1.42889,1.39285,1.46478,1.3916,1.34917,1.33287,1.27971,1.21585,1.22929,0.978499,0.878163,0.796896,0.666994,0.467143,0.569699,0.314875,0.184624,-0.0162948,-0.206734,-0.430761,-0.534591,-0.567232,-0.716892,-0.872716,-0.900264,-0.993398,-0.961363,-1.05544,-1.09957,-1.24825,-1.39539,-1.3616,-1.27368,-1.24241,-1.21053,-1.28863,-1.27708,-1.1974,-1.09004,-0.944435,-0.973575,-1.03773,-0.929844,-0.873934,-0.682396,-0.535347,-0.470107,-0.251611,-0.0323158,0.110308,0.260267,0.352258,0.323661,0.451248,0.770597,0.928712,0.87651,0.99522,1.04517,1.02306,-9410.52
1.07767,1.33581,1.18099,1.18527,1.34238,1.45868,1.3954,1.3454,1.3372,1.37239,1.22267,1.10787,1.17188,1.03983,1.16206,0.963024,0.752422,0.727446,0.577157,0.158424,0.153846,0.014519,0.0192356,-0.152399,-0.381303,-0.486042,-0.717692,-0.699201,-0.75684,-0.882805,-0.923862,-1.09443,-1.24888,-1.43518,-1.35029,-1.3466,-1.34966,-1.38624,-1.27824,-1.45011,-1.51161,-1.34581,-1.40259,-1.2918,-1.24321,-1.11014,-0.955196,-0.826095,-0.790204,-0.635168,-0.450593,-0.243267,-0.214852,-0.0512426,0.0232526,0.282271,0.36655,0.555974,0.622737,0.469146,0.595563,0.897984,1.04093,1.17885,1.58246,-9415.64
1.0742,1.28036,1.2651,1.22383,1.32696,1.46213,1.3937,1.34211,1.34784,1.26239,1.21277,1.16391,1.20815,1.14906,1.05104,0.814437,0.644122,0.722044,0.506641,0.324749,0.0848652,-0.0147204,-0.0165617,-0.0686017,-0.28085,-0.496572,-0.596523,-0.72568,-0.934042,-0.918288,-1.04678,-1.08508,-1.26064,-1.4083,-1.37994,-1.35611,-1.35035,-1.31242,-1.32978,-1.41743,-1.59058,-1.41853,-1.30381,-1.09771,-1.13453,-1.023,-0.986921,-0.811236,-0.690774,-0.558901,-0.481846,-0.442012,-0.336135,-0.0728671,0.0972305,0.291873,0.217999,0.4702,0.463085,0.72201,0.754615,0.885721,0.993757,1.08546,1.3301,-9411.86
1.0932,1.19562,1.29955,1.41593,1.53219,1.48288,1.47366,1.45168,1.40984,1.34009,1.30345,1.09456,1.08081,1.03282,0.92409,0.959602,0.847957,0.685906,0.557965,0.470173,0.405396,0.288392,0.0208216,-0.277063,-0.477954,-0.555657,-0.68275,-0.799719,-0.812399,-0.96879,-0.933276,-1.03858,-1.03314,-1.12295,-1.19278,-1.32632,-1.34179,-1.33609,-1.22955,-1.31214,-1.19142,-1.23606,-1.2475,-1.35658,-1.05463,-1.11399,-0.942505,-0.81528,-0.846929,-0.718058,-0.598174,-0.268193,-0.143946,0.0556815,0.0433229,0.265685,0.496953,0.457467,0.687496,0.652296,0.86074,0.944308,1.01109,1.08176,1.40186,-9413.37
1.09311,1.19331,1.31664,1.3382,1.4823,1.48486,1.44865,1.37131,1.3377,1.41079,1.31367,1.06563,1.1281,1.01166,0.978075,0.989425,0.788496,0.666809,0.567062,0.462177,0.423927,0.271678,0.0361237,-0.210974,-0.472617,-0.584257,-0.636192,-0.785581,-0.840427,-0.94006,-0.878421,-1.02946,-1.05456,-1.13947,-1.1814,-1.32759,-1.3001,-1.38348,-1.27537,-1.26931,-1.27369,-1.23707,-1.29423,-1.28627,-1.0505,-1.02929,-0.945336,-0.817267,-0.881944,-0.701018,-0.527514,-0.203193,-0.176567,0.0607848,0.0509623,0.26293,0.466727,0.480006,0.656966,0.682844,0.887809,0.899037,1.0458,1.1289,1.37172,-9407.97
1.07878,1.31201,1.18343,1.27839,1.36098,1.42408,1.37249,1.346,1.40983,1.33152,1.30861,1.26718,1.13566,1.12205,1.06527,0.824032,0.791334,0.720271,0.464514,0.355941,0.171183,0.0180805,-0.0273267,-0.165862,-0.360804,-0.537906,-0.637485,-0.598911,-0.730397,-0.881055,-1.09702,-1.09772,-1.24601,-1.31215,-1.22515,-1.19107,-1.35934,-1.29288,-1.22504,-1.29969,-1.35938,-1.35891,-1.23895,-1.03763,-0.999774,-0.966143,-0.995402,-0.970129,-0.764448,-0.682989,-0.523311,-0.488067,-0.196789,-0.0382778,0.225829,0.374983,0.298049,0.49776,0.499918,0.717779,0.727387,0.905483,1.0329,1.15024,1.10759,-9408.18
1.09953,1.35843,1.25899,1.23353,1.36079,1.31582,1.3978,1.37222,1.311,1.41004,1.29475,1.17011,1.24995,1.21503,1.2199,1.12533,0.80875,0.739677,0.507903,0.337292,0.182404,0.0620949,-0.117411,-0.225785,-0.500853,-0.495691,-0.607307,-0.661994,-0.70304,-0.751247,-0.924729,-1.02761,-1.12054,-1.17624,-1.18938,-1.29018,-1.32811,-1.2639,-1.2636,-1.39125,-1.44159,-1.38214,-1.32505,-1.24675,-1.11799,-1.12914,-0.885523,-0.877788,-0.895393,-0.735637,-0.740415,-0.414851,-0.323016,-0.0567049,0.125491,0.27308,0.325951,0.487518,0.6389,0.632078,0.773572,0.981108,1.1154,1.35188,1.80093,-9417.69
1.09018,1.41042,1.23977,1.28758,1.26311,1.30859,1.35315,1.35289,1.30339,1.38904,1.20988,1.14649,1.27572,1.17702,1.20962,1.09474,0.794498,0.712344,0.532663,0.333987,0.242225,0.0894996,-0.118086,-0.180889,-0.482998,-0.529289,-0.650412,-0.632668,-0.683421,-0.7451,-0.884225,-0.957547,-1.10266,-1.20349,-1.22012,-1.29847,-1.30267,-1.29872,-1.32439,-1.39775,-1.39935,-1.35432,-1.3059,-1.23119,-1.16758,-1.11694,-0.940175,-0.895416,-0.875657,-0.807366,-0.711524,-0.419374,-0.358706,-0.107487,0.130693,0.334648,0.300367,0.455497,0.542827,0.671857,0.804319,0.928962,1.10618,1.3268,1.70637,-9414.87
1.08847,1.35442,1.23575,1.27341,1.28664,1.34879,1.29698,1.39777,1.30907,1.34838,1.28264,1.16267,1.25,1.23884,1.1595,1.02522,0.865232,0.688425,0.496437,0.316705,0.235068,0.0821002,-0.0298288,-0.119368,-0.477155,-0.622691,-0.702822,-0.550118,-0.631735,-0.709539,-0.963697,-1.07951,-1.12003,-1.24797,-1.24057,-1.25338,-1.24464,-1.33745,-1.32249,-1.3793,-1.43523,-1.37269,-1.32501,-1.21846,-1.15786,-1.11584,-0.886973,-0.88985,-0.89961,-0.792187,-0.687679,-0.358115,-0.288856,-0.118787,0.0773955,0.346272,0.349884,0.425628,0.542309,0.650145,0.740691,0.903503,1.02673,1.26677,1.61546,-9412.5
1.08453,1.20423,1.22371,1.34196,1.4696,1.4807,1.45346,1.35419,1.42857,1.36832,1.339,1.24859,1.21675,1.09871,1.02045,0.845608,0.708916,0.646317,0.530398,0.349763,0.19964,0.127295,-0.0160317,-0.244925,-0.37752,-0.470093,-0.608026,-0.895267,-0.907105,-1.04214,-0.931529,-1.03502,-1.18513,-1.23319,-1.22549,-1.31912,-1.40138,-1.28946,-1.27853,-1.31996,-1.34304,-1.25668,-1.21145,-1.18398,-1.00276,-1.00052,-1.07076,-0.86126,-0.720142,-0.504093,-0.313299,-0.3575,-0.224229,0.00507889,0.0295765,0.175143,0.395739,0.557152,0.622615,0.685981,0.784901,0.898444,0.968348,0.952599,0.92927,-9404.84
1.07759,1.18642,1.14529,1.16808,1.37464,1.47767,1.40729,1.46792,1.47546,1.48387,1.39147,1.26427,1.21968,1.16775,1.09929,1.00953,0.87455,0.792718,0.641528,0.538254,0.290554,0.0486411,-0.0275918,-0.168434,-0.484225,-0.6423,-0.671401,-0.607079,-0.834484,-0.873853,-1.06426,-1.0875,-1.10244,-1.25597,-1.30261,-1.33687,-1.26497,-1.37414,-1.32239,-1.38522,-1.39428,-1.32121,-1.2493,-1.19778,-1.15301,-1.02268,-0.852722,-0.896829,-0.811707,-0.644042,-0.522707,-0.221718,-0.0637935,0.00562648,0.143792,0.407514,0.360533,0.365466,0.514572,0.671251,0.765585,0.871904,1.02728,1.20716,1.38538,-9407.51
1.06828,1.13254,1.12076,1.19365,1.3808,1.44375,1.35685,1.27912,1.37654,1.2708,1.42799,1.24025,1.26676,1.12679,1.03056,0.865023,0.830043,0.570837,0.591505,0.48211,0.318043,0.140476,-0.115638,-0.128335,-0.364795,-0.509283,-0.638268,-0.726502,-0.651749,-0.864182,-0.998248,-1.16561,-1.29105,-1.31423,-1.21003,-1.39976,-1.35199,-1.21748,-1.28025,-1.37685,-1.39267,-1.17575,-1.30452,-1.23881,-1.20602,-1.15586,-0.967739,-0.822601,-0.728457,-0.658592,-0.506501,-0.375568,-0.146854,-0.0861958,0.0549441,0.134217,0.352084,0.375707,0.652063,0.66198,0.689612,0.969354,1.01632,1.07243,0.869577,-9414.37
1.08263,1.13865,1.05093,1.29416,1.3709,1.38536,1.42411,1.41579,1.40783,1.30578,1.31929,1.17379,1.19747,1.06306,1.06291,0.822748,0.736738,0.546086,0.489848,0.481791,0.185879,0.130967,-0.0801318,-0.0175338,-0.357982,-0.498367,-0.638009,-0.669319,-0.714251,-0.843803,-1.0022,-1.18253,-1.26038,-1.168,-1.23705,-1.29261,-1.41218,-1.42303,-1.30225,-1.42058,-1.36536,-1.28034,-1.247,-1.25048,-1.0724,-1.10364,-0.92477,-0.839823,-0.699021,-0.537904,-0.394351,-0.474098,-0.241839,-0.12801,-0.0146601,0.270362,0.312252,0.363185,0.645881,0.77846,0.703781,0.892361,1.06166,1.20011,1.04016,-9412.36
1.07852,1.10679,1.1427,1.17351,1.3925,1.35214,1.31905,1.2985,1.34975,1.27349,1.39093,1.19686,1.10869,1.19015,1.00084,0.711625,0.587423,0.579054,0.411831,0.37884,0.220783,0.000350103,0.113096,-0.202687,-0.391248,-0.546072,-0.55396,-0.688053,-0.816293,-0.963981,-1.07429,-1.0308,-1.13766,-1.31045,-1.22315,-1.29991,-1.28102,-1.28236,-1.29434,-1.16852,-1.35759,-1.34425,-1.30936,-1.13611,-1.13042,-1.03417,-0.940692,-0.833873,-0.772591,-0.575959,-0.465162,-0.145953,-0.142671,0.00405163,0.0926542,0.202225,0.401287,0.59671,0.611636,0.646567,0.887227,0.997227,1.10519,1.05897,1.19226,-9414.69
1.08957,1.33664,1.33605,1.34738,1.42059,1.5202,1.47891,1.43841,1.37394,1.41172,1.17302,1.2323,1.23602,1.14032,1.12803,1.12528,0.977739,0.770678,0.657905,0.429844,0.349551,0.307602,-0.0195868,-0.189136,-0.39659,-0.526825,-0.730012,-0.746744,-0.819128,-0.889028,-0.862698,-1.13255,-1.12861,-1.22536,-1.27548,-1.33668,-1.38352,-1.30665,-1.24464,-1.48482,-1.39539,-1.31432,-1.27299,-1.27902,-1.05074,-1.03403,-1.00849,-0.82657,-0.724378,-0.588529,-0.433884,-0.426088,-0.172869,0.0344898,0.164901,0.33375,0.315417,0.366304,0.584842,0.772544,0.728496,0.811511,0.914134,1.13429,1.26841,-9411.34
1.07894,1.09788,1.09501,1.27959,1.3499,1.30428,1.34074,1.32564,1.4512,1.31287,1.46462,1.20912,1.1821,1.15809,0.998444,0.724399,0.613086,0.642776,0.473532,0.377962,0.203627,0.0229407,-0.00157723,-0.112702,-0.43267,-0.521843,-0.531758,-0.709628,-0.763579,-0.846658,-0.998466,-0.91267,-1.2078,-1.32695,-1.36618,-1.31735,-1.25621,-1.28693,-1.25819,-1.27804,-1.43257,-1.38825,-1.31621,-1.12609,-1.06381,-1.06735,-0.870191,-0.925204,-0.855808,-0.752691,-0.523165,-0.316777,-0.256387,-0.150378,-0.0651884,0.0780436,0.31129,0.536803,0.579534,0.603485,0.858524,0.956644,1.14931,1.06384,0.993446,-9415
1.08994,1.14363,1.24063,1.21711,1.3487,1.41153,1.41545,1.46351,1.32808,1.34866,1.15763,1.2035,1.17922,1.04259,0.994921,0.978489,0.767766,0.572871,0.519105,0.396015,0.286549,0.173592,-0.0486301,-0.285256,-0.360728,-0.481119,-0.607414,-0.64129,-0.844914,-0.992688,-0.926254,-1.09974,-1.04997,-1.24114,-1.23144,-1.24515,-1.23617,-1.29585,-1.3147,-1.50156,-1.45809,-1.36974,-1.28593,-1.3186,-1.13251,-1.04528,-1.13986,-0.86746,-0.695122,-0.573444,-0.442907,-0.29877,-0.101295,0.0750268,0.132182,0.403305,0.426807,0.399824,0.447357,0.670169,0.834623,1.02364,0.984128,1.17067,1.07211,-9410.35
1.09988,1.39187,1.17565,1.21798,1.46074,1.48895,1.40947,1.29139,1.41674,1.21302,1.33515,1.03444,1.22901,1.21751,1.17146,1.01538,1.05702,0.632419,0.491017,0.582337,0.245911,0.0411495,-0.0969064,-0.324902,-0.392608,-0.449769,-0.41239,-0.791439,-0.800532,-0.937952,-0.982461,-1.1023,-1.22203,-1.14134,-1.24027,-1.29291,-1.27249,-1.4164,-1.36469,-1.48436,-1.45591,-1.29329,-1.26574,-1.05747,-1.10604,-1.08009,-0.963671,-0.904185,-0.769908,-0.649491,-0.54025,-0.525161,-0.284413,-0.0733901,0.257705,0.262615,0.271623,0.494046,0.62041,0.759473,0.930728,0.871168,1.10592,1.25543,1.12287,-9434.21
1.09254,1.24192,1.45605,1.45949,1.35021,1.42295,1.44016,1.47243,1.27608,1.32952,1.19643,1.19823,1.15314,1.17774,1.22757,1.03771,0.822054,0.823709,0.615153,0.459757,0.30967,0.260412,-0.0105506,-0.319528,-0.442215,-0.512891,-0.553651,-0.562942,-0.835626,-0.881201,-0.875559,-1.01458,-1.06697,-1.24122,-1.2136,-1.19223,-1.41419,-1.29847,-1.27055,-1.31096,-1.30036,-1.36877,-1.24524,-1.14422,-1.20614,-1.28724,-0.978116,-0.878103,-0.766291,-0.800309,-0.608567,-0.412315,-0.400724,-0.000551122,-0.00136563,0.249239,0.45906,0.428041,0.586507,0.72258,0.766627,0.863125,1.10418,1.08826,1.27442,-9422.74
1.08586,1.35254,1.28013,1.42361,1.53517,1.42347,1.45921,1.48297,1.51466,1.42847,1.40267,1.09177,1.14467,1.04344,0.968074,0.86241,0.84787,0.705448,0.577851,0.455029,0.356238,0.09184,-0.0413048,-0.116254,-0.437157,-0.560187,-0.632374,-0.713895,-0.675982,-0.890157,-1.00804,-0.997793,-1.14756,-1.19786,-1.2739,-1.39048,-1.17736,-1.36054,-1.41029,-1.52438,-1.42032,-1.20266,-1.27149,-1.25163,-1.1754,-1.14523,-1.11222,-0.961088,-0.768813,-0.477621,-0.565825,-0.453976,-0.111999,-0.0223847,0.0355472,0.176733,0.275498,0.60148,0.520763,0.70523,0.847857,0.942128,0.866924,1.01534,1.19092,-9418.07
1.09099,1.10808,1.25662,1.31747,1.39986,1.46835,1.35127,1.31199,1.32011,1.33336,1.2624,1.35892,1.2091,1.13324,1.02421,0.824638,0.565559,0.589501,0.460637,0.264509,0.0237559,0.0529299,-0.00575198,-0.291912,-0.399829,-0.513189,-0.640356,-0.671729,-0.820279,-0.864144,-0.860093,-1.07682,-1.22261,-1.38621,-1.2891,-1.23812,-1.42783,-1.27117,-1.29661,-1.307,-1.35034,-1.36568,-1.25346,-1.21845,-1.12029,-1.1204,-0.931547,-0.725076,-0.660124,-0.67792,-0.364418,-0.17806,-0.23431,-0.0360671,0.100718,0.305869,0.370082,0.280061,0.610612,0.699751,0.851722,0.923383,1.11217,1.10399,1.22177,-9415.37
1.07183,1.37616,1.28271,1.3787,1.51281,1.42177,1.36229,1.3494,1.39809,1.35612,1.38057,1.08576,1.14577,1.04374,0.990739,0.953317,0.911418,0.67496,0.510694,0.450379,0.427637,0.156804,-0.0469812,-0.133537,-0.408216,-0.540785,-0.626615,-0.797819,-0.87213,-1.01526,-1.14143,-1.1175,-1.15041,-1.17799,-1.24264,-1.36644,-1.28091,-1.44051,-1.29095,-1.38633,-1.36403,-1.2023,-1.23396,-1.18311,-1.0603,-0.878651,-0.856765,-0.826971,-0.728329,-0.513395,-0.613527,-0.526425,-0.216601,-0.0776847,0.0469473,0.251132,0.360043,0.656377,0.509356,0.695395,0.884093,1.01499,1.0134,1.22216,1.18385,-9419.36
1.09245,1.03917,1.21343,1.36301,1.39752,1.4598,1.40264,1.41545,1.39736,1.45517,1.32451,1.35064,1.32026,1.22417,1.13203,0.807202,0.599592,0.648473,0.540834,0.298373,0.066742,0.0816904,0.0291816,-0.239383,-0.373894,-0.458249,-0.57116,-0.582096,-0.757832,-0.821797,-0.889123,-1.03159,-1.25862,-1.34149,-1.3216,-1.24381,-1.36355,-1.14682,-1.28855,-1.30095,-1.43144,-1.46306,-1.37725,-1.31666,-1.13907,-1.21545,-0.980245,-0.786587,-0.777559,-0.807917,-0.445821,-0.246491,-0.220177,0.0363825,0.0991719,0.252338,0.278389,0.30524,0.6764,0.747616,0.836686,0.864586,1.16181,1.05468,1.05111,-9420.74
1.07367,1.31341,1.286,1.32309,1.42258,1.33998,1.34476,1.48084,1.3832,1.21758,1.19222,1.15872,1.14876,1.11202,0.906629,0.862223,0.813724,0.671157,0.521916,0.382201,0.328243,0.109593,-0.0145083,-0.101922,-0.441174,-0.577041,-0.592136,-0.631941,-0.776804,-0.94426,-0.827753,-0.965478,-1.10978,-1.25615,-1.22263,-1.30799,-1.17798,-1.48284,-1.24815,-1.32901,-1.40355,-1.45675,-1.37581,-1.22498,-1.2411,-1.12914,-0.990287,-0.902555,-0.940225,-0.61893,-0.538625,-0.270315,-0.13227,0.086701,0.0856881,0.34032,0.378778,0.570949,0.547097,0.739392,0.85391,1.12232,1.06821,1.21488,1.05875,-9417.19
1.07896,1.33121,1.2744,1.29814,1.42146,1.48426,1.55266,1.39365,1.29112,1.31906,1.19583,1.19233,1.21829,1.08862,0.91039,0.781891,0.656482,0.679124,0.586578,0.375509,0.260858,0.0689744,0.0718893,-0.275812,-0.409827,-0.550235,-0.693261,-0.611862,-0.831016,-0.807665,-0.955954,-0.954627,-1.19736,-1.18734,-1.16181,-1.30423,-1.50279,-1.40932,-1.32956,-1.35994,-1.28568,-1.40392,-1.34609,-1.34003,-1.26419,-1.09422,-1.13722,-0.941928,-0.930027,-0.682714,-0.439151,-0.2034,-0.0525545,0.0467781,0.0676803,0.28588,0.33877,0.36697,0.612675,0.617095,0.814504,0.979226,1.15672,1.21526,1.67662,-9417.19
1.0839,1.26619,1.23626,1.36704,1.49125,1.53532,1.43314,1.45466,1.57833,1.41576,1.41397,1.1789,1.15226,1.14984,1.14853,1.01101,0.81645,0.735985,0.467715,0.466965,0.28917,0.17664,-0.084051,-0.131476,-0.413588,-0.511739,-0.582316,-0.83831,-0.806388,-1.00911,-1.01148,-1.15805,-1.13768,-1.30539,-1.41096,-1.36008,-1.19825,-1.25538,-1.18185,-1.34139,-1.39076,-1.22691,-1.21678,-1.14232,-1.04328,-1.10508,-0.902441,-0.818573,-0.704676,-0.640441,-0.513768,-0.390176,-0.218905,-0.057828,0.0814423,0.149446,0.336214,0.570087,0.55896,0.757643,0.791989,0.846557,0.956849,1.04403,0.913071,-9411.57
1.08479,1.17073,1.23801,1.31639,1.39689,1.49727,1.38746,1.48027,1.54836,1.48366,1.22215,1.28574,1.30932,1.1005,1.14008,0.973931,0.791999,0.785805,0.552407,0.408622,0.291888,0.089624,-0.0750241,-0.177213,-0.443899,-0.508455,-0.618507,-0.772183,-0.890053,-0.925199,-0.898524,-1.09458,-1.17459,-1.32413,-1.42318,-1.30928,-1.28458,-1.25774,-1.1433,-1.33724,-1.46628,-1.30379,-1.18146,-1.04573,-1.21726,-1.10827,-0.934456,-0.914238,-0.762646,-0.694388,-0.486737,-0.308118,-0.317196,0.0430786,0.0339638,0.254298,0.287831,0.499745,0.610874,0.717711,0.721917,0.901774,1.0254,1.13414,1.06921,-9410.83
1.0903,1.21538,1.37447,1.39776,1.40984,1.57313,1.4572,1.4129,1.46926,1.53567,1.31398,1.21595,1.17056,1.25054,1.03911,0.993336,0.793718,0.668119,0.4432,0.294144,0.286631,0.0439938,-0.0746289,-0.188589,-0.401203,-0.653492,-0.740145,-0.795118,-0.919362,-0.907569,-1.00311,-1.03077,-1.09903,-1.29903,-1.38336,-1.48655,-1.19842,-1.22968,-1.10154,-1.41039,-1.33526,-1.35113,-1.20521,-1.08494,-1.15663,-1.16984,-1.00682,-0.786559,-0.804387,-0.677701,-0.47125,-0.272513,-0.285256,0.00430729,0.0914348,0.322905,0.465375,0.573815,0.674857,0.769257,0.917568,0.928788,0.96629,1.24427,1.1376,-9418.75
1.09728,1.17229,1.18742,1.39331,1.61409,1.40099,1.446,1.46309,1.30393,1.2916,1.21549,1.09752,1.29745,1.14846,1.03895,0.765013,0.685747,0.677335,0.505431,0.372585,0.16352,0.16069,0.130192,-0.0206702,-0.265846,-0.367566,-0.669002,-0.740405,-0.718817,-0.842266,-0.766357,-1.01529,-1.17517,-1.12899,-1.05461,-1.23036,-1.42705,-1.3643,-1.37722,-1.17596,-1.37362,-1.32619,-1.42558,-1.28845,-1.10882,-1.05302,-1.01991,-0.898216,-0.841719,-0.765102,-0.537542,-0.404916,-0.2549,-0.0234454,0.0227488,0.289041,0.495985,0.587693,0.615064,0.675571,0.672369,0.896588,1.16082,1.11053,1.04758,-9424.72
1.08729,1.31391,1.35002,1.24743,1.66927,1.546,1.5664,1.32077,1.24495,1.25481,1.25832,1.23135,1.22451,1.29552,1.07532,0.766918,0.757559,0.706544,0.43535,0.40035,0.143043,0.212623,0.127149,-0.101523,-0.228265,-0.463997,-0.642037,-0.701675,-0.834293,-0.928596,-0.816261,-1.04255,-1.13693,-1.16794,-1.17341,-1.31735,-1.36415,-1.45424,-1.39902,-1.26921,-1.28375,-1.30286,-1.35739,-1.20318,-1.03431,-1.07291,-0.967689,-0.897233,-0.837925,-0.73018,-0.663386,-0.38771,-0.135348,-0.0593402,-0.0188733,0.176364,0.501136,0.504026,0.51132,0.614936,0.646784,0.859902,1.10472,1.09535,1.09563,-9424.83
1.08297,1.11072,1.14214,1.37526,1.23999,1.3894,1.35864,1.43749,1.57111,1.39947,1.28596,1.18842,1.11059,1.00791,1.08043,1.09189,0.834436,0.745051,0.612736,0.366408,0.305462,0.00270236,-0.104116,-0.142566,-0.489005,-0.457218,-0.551826,-0.67927,-0.749926,-0.884563,-1.03781,-1.0211,-1.16621,-1.35573,-1.3878,-1.30304,-1.25107,-1.19892,-1.21356,-1.43859,-1.53933,-1.27425,-1.15345,-1.13337,-1.01675,-0.917154,-0.883602,-0.762608,-0.747827,-0.612496,-0.400686,-0.386621,-0.326115,-0.0293233,0.142473,0.297197,0.155497,0.393941,0.566311,0.715383,0.878746,0.918231,0.893556,1.06477,1.17124,-9421.35
1.09187,1.10806,1.15698,1.13043,1.4793,1.46915,1.55793,1.47046,1.37735,1.3731,1.38997,1.18157,1.13697,1.18806,1.0609,0.784421,0.73387,0.66424,0.388899,0.370221,0.218258,0.151244,0.0854823,-0.146417,-0.349603,-0.567417,-0.630042,-0.651375,-0.748271,-0.870648,-1.02146,-1.21649,-1.2455,-1.17756,-1.21873,-1.4241,-1.18105,-1.2329,-1.23923,-1.27355,-1.37761,-1.37702,-1.33934,-1.32056,-1.08243,-1.05467,-1.01477,-0.895827,-0.769497,-0.642411,-0.40749,-0.374133,-0.195164,0.00218473,0.180054,0.320043,0.400088,0.359856,0.523276,0.604817,0.884441,1.00176,0.993213,1.11044,0.872799,-9412.89
1.07931,1.27284,1.32125,1.46765,1.3894,1.49097,1.37183,1.3786,1.43697,1.35867,1.27632,1.31176,1.35295,1.22675,1.10794,0.978572,0.755998,0.683649,0.604108,0.297156,0.199779,0.0300547,-0.0676851,-0.131729,-0.40126,-0.476215,-0.553182,-0.679552,-0.746926,-0.913557,-0.952663,-0.963912,-1.10229,-1.32798,-1.20551,-1.0421,-1.30311,-1.28775,-1.23174,-1.35645,-1.35616,-1.31407,-1.29336,-1.15108,-1.13655,-1.07485,-0.975995,-0.858717,-0.804453,-0.693611,-0.661035,-0.365238,-0.153248,0.0378203,0.072748,0.29443,0.292307,0.52041,0.673539,0.845748,0.795763,0.872238,1.04487,1.08598,1.33502,-9409.81
1.07931,1.27284,1.32125,1.46765,1.3894,1.49097,1.37183,1.3786,1.43697,1.35867,1.27632,1.31176,1.35295,1.22675,1.10794,0.978572,0.755998,0.683649,0.604108,0.297156,0.199779,0.0300547,-0.0676851,-0.131729,-0.40126,-0.476215,-0.553182,-0.679552,-0.746926,-0.913557,-0.952663,-0.963912,-1.10229,-1.32798,-1.20551,-1.0421,-1.30311,-1.28775,-1.23174,-1.35645,-1.35616,-1.31407,-1.29336,-1.15108,-1.13655,-1.07485,-0.975995,-0.858717,-0.804453,-0.693611,-0.661035,-0.365238,-0.153248,0.0378203,0.072748,0.29443,0.292307,0.52041,0.673539,0.845748,0.795763,0.872238,1.04487,1.08598,1.33502,-9409.81
1.07904,1.26631,1.27008,1.32566,1.50811,1.49756,1.38664,1.35301,1.38007,1.24653,1.32862,1.1438,1.25905,1.21717,1.16448,0.968466,0.802392,0.858982,0.530492,0.367358,0.352946,0.0535532,-0.195838,-0.223423,-0.392422,-0.581177,-0.622332,-0.750222,-0.676167,-0.816989,-0.907863,-1.03004,-1.18936,-1.196,-1.29876,-1.18175,-1.22861,-1.35683,-1.36477,-1.26092,-1.33549,-1.37764,-1.22312,-1.27349,-1.01236,-1.15593,-1.01811,-0.858829,-0.790169,-0.642318,-0.397848,-0.344964,-0.145532,-0.0483062,0.0247794,0.23513,0.274041,0.559131,0.585579,0.627094,0.709823,0.741212,0.935628,0.976408,1.18379,-9412.27
1.10474,1.09602,1.15192,1.32373,1.40675,1.45558,1.44547,1.41652,1.41021,1.46453,1.30311,1.29312,1.21279,1.18658,1.01329,0.862133,0.777395,0.513013,0.517278,0.479501,0.18192,0.227707,0.254308,-0.124851,-0.410511,-0.474709,-0.635826,-0.783541,-0.985261,-0.983589,-1.03943,-1.05147,-1.11186,-1.25614,-1.09722,-1.3231,-1.34898,-1.27456,-1.16856,-1.37419,-1.35267,-1.21189,-1.28387,-1.10972,-1.15951,-0.931132,-1.00605,-1.00117,-0.838313,-0.610307,-0.446908,-0.216936,-0.157972,0.0514527,0.176088,0.335914,0.439042,0.395176,0.568943,0.678015,0.786592,0.973937,1.00723,1.20491,1.12702,-9420.18
1.05946,1.29338,1.20848,1.25727,1.36099,1.39865,1.38083,1.31346,1.4281,1.30777,1.37216,1.14998,1.14426,1.08883,1.00837,0.919189,0.730823,0.853397,0.615945,0.357508,0.412597,0.140951,-0.181802,-0.23974,-0.370903,-0.619374,-0.575932,-0.652033,-0.681813,-0.849892,-0.949075,-1.00685,-1.18832,-1.26167,-1.43095,-1.32665,-1.27944,-1.37909,-1.44272,-1.46702,-1.49046,-1.5105,-1.28598,-1.31841,-1.01607,-1.18666,-0.910813,-0.748796,-0.806795,-0.699292,-0.543117,-0.377758,-0.234158,-0.0819353,-0.0181215,0.167754,0.306313,0.62718,0.629465,0.809334,0.778767,0.887054,1.04032,1.02233,1.06452,-9421.61
